File,Fitness (Output 1),Fitness (Output 2),Accuracy
points_prob110_81.txt,413.0449012458794,429.4819480408278,96.17282009874235
points_prob110_82.txt,411.54517421337835,423.2310359636441,97.2388930023389
points_prob110_83.txt,412.09433207791943,427.7971084133977,96.32938698587368
points_prob110_84.txt,417.5799153774469,432.1061078539418,96.63828115074806
points_prob110_85.txt,400.352204410992,435.20970307243067,91.99064303590734
points_prob110_86.txt,400.2053754387219,419.308752687415,95.44407858737587
points_prob110_87.txt,410.99280145181876,413.7288572157462,99.3386838466284
points_prob110_88.txt,421.1053317356642,541.4740095244188,77.77018367059291
points_prob110_89.txt,405.3884948009485,443.6741990752024,91.37076161876058
points_prob110_9.txt,416.6090667035649,529.0526119410351,78.74624513714669
points_prob110_90.txt,407.10121067484005,535.6453119393038,76.00201133114189
