File,Time,Fitness
points_prob310_1.txt,0.0658416748046875,455.28071575153274
points_prob310_10.txt,0.03490614891052246,1598.073491402461
points_prob310_100.txt,0.0528559684753418,1589.0661069956484
points_prob310_11.txt,0.06281518936157227,421.14394872031
points_prob310_12.txt,0.03593254089355469,1677.4232136204828
points_prob310_13.txt,0.03791236877441406,1594.8081628894436
points_prob310_14.txt,0.0578150749206543,1557.6901276311933
points_prob310_15.txt,0.04488086700439453,1614.7143557925283
points_prob310_16.txt,0.06478500366210938,432.58438118820294
points_prob310_17.txt,0.06287336349487305,407.08059547751253
points_prob310_18.txt,0.061774253845214844,1275.3833519696557
points_prob310_19.txt,0.07778453826904297,420.98419362155073
points_prob310_2.txt,0.05879974365234375,398.6131904522789
points_prob310_20.txt,0.03789353370666504,1597.4397197167232
points_prob310_21.txt,0.04889798164367676,1336.395352797375
points_prob310_22.txt,0.0528566837310791,426.7859893048899
points_prob310_23.txt,0.06885147094726562,421.27435346096235
points_prob310_24.txt,0.06876969337463379,416.5753301271136
points_prob310_25.txt,0.05585050582885742,431.92224443514124
points_prob310_26.txt,0.03490781784057617,1596.8759514787275
points_prob310_27.txt,0.034932851791381836,1678.4068302001756
points_prob310_28.txt,0.03490757942199707,1593.609865989578
points_prob310_29.txt,0.042885541915893555,1623.2022977059703
points_prob310_3.txt,0.06778073310852051,411.0447614694168
points_prob310_30.txt,0.03393673896789551,1631.772484747442
points_prob310_31.txt,0.03287339210510254,1629.349702839445
points_prob310_32.txt,0.050902366638183594,1240.6661550051808
points_prob310_33.txt,0.057871103286743164,430.5436235923066
points_prob310_34.txt,0.04090142250061035,1647.4651365142045
points_prob310_35.txt,0.048838138580322266,1277.9585931664506
points_prob310_36.txt,0.04088640213012695,1673.4129418927369
points_prob310_37.txt,0.04888033866882324,1608.005997836126
points_prob310_38.txt,0.04888296127319336,1263.1672777664571
points_prob310_39.txt,0.055855751037597656,1230.8547048976802
points_prob310_4.txt,0.04185914993286133,1570.7521781759142
points_prob310_40.txt,0.0777440071105957,69.26669646033082
points_prob310_41.txt,0.07977938652038574,420.4108019135417
points_prob310_42.txt,0.03493857383728027,1639.6584176167817
points_prob310_43.txt,0.03487396240234375,1589.6067306039872
points_prob310_44.txt,0.033878326416015625,1605.8314274379632
points_prob310_45.txt,0.0468747615814209,1644.5949996038805
points_prob310_46.txt,0.04690217971801758,1637.895740393692
points_prob310_47.txt,0.04192233085632324,1653.4473633652315
points_prob310_48.txt,0.03790640830993652,1649.2420613728304
points_prob310_49.txt,0.05888056755065918,1287.025290993041
points_prob310_5.txt,0.06481218338012695,406.2788936493811
points_prob310_50.txt,0.056877851486206055,427.56532124858535
points_prob310_51.txt,0.056860923767089844,1338.0320402013022
points_prob310_52.txt,0.06286025047302246,453.87120140970876
points_prob310_53.txt,0.036917686462402344,1589.548425503846
points_prob310_54.txt,0.037886619567871094,1617.7523048997323
points_prob310_55.txt,0.04387688636779785,1615.5755499595716
points_prob310_56.txt,0.04086709022521973,1642.0298546347535
points_prob310_57.txt,0.03892374038696289,1623.9257888249458
points_prob310_58.txt,0.0458681583404541,1644.64572370822
points_prob310_59.txt,0.059836387634277344,412.01669540517537
points_prob310_6.txt,0.04386401176452637,1638.5352384234463
points_prob310_60.txt,0.05881094932556152,398.2253729899146
points_prob310_61.txt,0.0558323860168457,1300.9606048951446
points_prob310_62.txt,0.06480908393859863,432.5379224776068
points_prob310_63.txt,0.03986501693725586,1629.3128082357775
points_prob310_64.txt,0.10672664642333984,427.50403519625684
points_prob310_65.txt,0.056835174560546875,412.98414205613307
points_prob310_66.txt,0.056849002838134766,1277.0207675976324
points_prob310_67.txt,0.03190302848815918,1608.0736189810523
points_prob310_68.txt,0.08178257942199707,424.35930242228955
points_prob310_69.txt,0.05782270431518555,424.68174302213697
points_prob310_7.txt,0.07278895378112793,432.31469691026393
points_prob310_70.txt,0.04481148719787598,432.3685710082212
points_prob310_71.txt,0.05688738822937012,1645.6445735283714
points_prob310_72.txt,0.053882598876953125,1253.3345801886035
points_prob310_73.txt,0.06885623931884766,409.51219718522975
points_prob310_74.txt,0.0657951831817627,429.30140266046556
points_prob310_75.txt,0.05883979797363281,422.81091559007837
points_prob310_76.txt,0.0398402214050293,1602.407330634798
points_prob310_77.txt,0.03489327430725098,1621.5124873074867
points_prob310_78.txt,0.04487776756286621,1557.309321843243
points_prob310_79.txt,0.034934282302856445,1665.055273803775
points_prob310_8.txt,0.050817012786865234,1293.4724515793127
points_prob310_80.txt,0.043920040130615234,1613.6780510643327
points_prob310_81.txt,0.052880287170410156,1316.797500883889
points_prob310_82.txt,0.06683135032653809,429.36834681909113
points_prob310_83.txt,0.06182551383972168,428.95492827873596
points_prob310_84.txt,0.06682181358337402,1674.6498751890565
points_prob310_85.txt,0.035857439041137695,1664.7491295744614
points_prob310_86.txt,0.05680108070373535,407.24992274525346
points_prob310_87.txt,0.04384446144104004,1272.4962445028227
points_prob310_88.txt,0.056848764419555664,442.9591393844761
points_prob310_89.txt,0.03292274475097656,1629.9412485073728
points_prob310_9.txt,0.03393244743347168,1585.1481184682357
points_prob310_90.txt,0.04591560363769531,1609.9487715790628
points_prob310_91.txt,0.042824745178222656,1607.1331812443864
points_prob310_92.txt,0.056789398193359375,428.23641436370735
points_prob310_93.txt,0.05981087684631348,409.108165080038
points_prob310_94.txt,0.05188751220703125,1597.3058980602045
points_prob310_95.txt,0.06880855560302734,419.0054402331375
points_prob310_96.txt,0.05281496047973633,1644.1292977011335
points_prob310_97.txt,0.0627894401550293,415.2789014549892
