File,Fitness (Output 1),Fitness (Output 2),Accuracy,Time
points_prob110_67.txt,394.1189817500548,442.42815253783647,89.0809003652519,1.7443642616271973
points_prob110_68.txt,432.7431474602963,405.6443771781953,106.68042546789617,1.517939805984497
points_prob110_69.txt,417.37003998082065,450.08766360881543,92.73083306357167,0.8966403007507324
points_prob110_7.txt,406.9994341333862,547.4683409922327,74.34209499598455,1.7284045219421387
points_prob110_70.txt,426.16766518057136,421.4320999667401,101.12368403218572,1.2417030334472656
points_prob110_71.txt,414.63166681933933,443.3972670515957,93.51245432261334,1.8699979782104492
points_prob110_72.txt,428.36279338664633,430.672029948166,99.4638062374755,1.163895845413208
points_prob110_73.txt,418.98164612437347,569.1356098268795,73.61719050611151,1.604668140411377
points_prob110_74.txt,418.65537053919223,438.767649204294,95.41618925151491,1.470064401626587
points_prob110_75.txt,422.37720653840535,547.7624951006492,77.10955209899781,1.6086616516113281
points_prob110_76.txt,413.5680982463691,550.8398903382958,75.07954770530111,2.2898976802825928
points_prob110_77.txt,392.9424097084212,430.38955455165024,91.29924403434029,1.60170578956604
points_prob110_78.txt,404.6584679592761,406.7270067716453,99.49141837696297,2.4125425815582275
points_prob110_79.txt,405.365847202477,419.97298774422165,96.52188570026773,1.8689897060394287
points_prob110_8.txt,420.31056931863066,525.5259433716436,79.97903331318388,1.3185091018676758
points_prob110_80.txt,414.2988861215249,438.76019911773847,94.4249015645903,1.5508546829223633
points_prob110_81.txt,416.09336405645047,429.4819480408278,96.88262008555839,1.5538403987884521
points_prob110_82.txt,411.6119398308935,423.2310359636442,97.25466822009037,1.921278476715088
points_prob110_83.txt,411.70690389506285,427.79710841339767,96.2388234511426,2.3397128582000732
points_prob110_84.txt,417.2122467934504,432.10610785394186,96.55319358144185,1.350386142730713
points_prob110_85.txt,400.6687761632688,435.20970307243067,92.06338308513922,1.3484094142913818
points_prob110_86.txt,400.6009843786121,419.3087526874149,95.53842647240208,1.6695456504821777
points_prob110_87.txt,411.28749122608485,413.7288572157462,99.40991160102031,2.0584919452667236
points_prob110_88.txt,421.02337847343136,541.4740095244188,77.75504845435144,1.7802643775939941
points_prob110_89.txt,405.2753891867893,443.6741990752023,91.34526867497553,1.885955810546875
points_prob110_9.txt,416.4471028662995,529.0526119410351,78.71563119940026,1.9677345752716064
points_prob110_90.txt,406.9677212065187,535.645311939304,75.97709008841915,2.183161973953247
points_prob110_91.txt,414.7136975022769,543.2145069295436,76.34437081704564,1.0891242027282715
points_prob110_92.txt,405.7880880168134,428.9050263755156,94.61024307547686,1.4342033863067627
points_prob110_93.txt,405.42631731877043,418.7570308074779,96.81659948180399,1.9368393421173096
points_prob110_94.txt,398.46013736134466,419.2986575033092,95.03014861386718,1.6336138248443604
points_prob110_95.txt,412.3925152298966,411.9090123607107,100.11738098819808,1.9807395935058594
points_prob110_96.txt,396.76909368149535,431.75018135060935,91.89784065412886,1.7393078804016113
points_prob110_97.txt,425.6818913358305,503.7296269403258,84.50602636208627,1.496995210647583
points_prob110_98.txt,413.6655010038591,447.9279828184537,92.35089498115119,1.074155330657959
points_prob110_99.txt,418.089124815633,425.04900041686096,98.36257099901371,1.489994764328003
