File,Fitness (Output 1),Fitness (Output 2),Accuracy
points_prob210_10.txt,809.2477315285842,843.5217562942723,95.93679421900633
points_prob210_100.txt,821.1357729661461,838.7805159499759,97.89638139557331
points_prob210_11.txt,790.6654043131067,848.7568346656121,93.15570396845264
points_prob210_12.txt,814.7975680425,818.3786340764971,99.56241941261844
points_prob210_13.txt,793.5737518317551,840.1323120621919,94.45818717338058
points_prob210_14.txt,845.6611622401098,819.5678630315434,103.18378750382531
points_prob210_15.txt,842.8179950541071,886.4400948315631,95.07895682609609
points_prob210_16.txt,820.2441257350192,883.0963155149248,92.88274804506946
points_prob210_17.txt,871.5805664062012,859.8057532754575,101.36947363818946
points_prob210_18.txt,808.3035733376386,918.074027920569,88.04339832686915
points_prob210_19.txt,838.8227300193458,837.0174311779922,100.21568234711826
points_prob210_2.txt,810.4551379740458,879.7184142391302,92.12665380831089
points_prob210_20.txt,829.831897771106,842.5149993309326,98.49461415287578
points_prob210_21.txt,831.117057389517,870.627964797241,95.46179206213235
points_prob210_22.txt,813.1115101910093,862.8369888644412,94.23697879029568
points_prob210_23.txt,828.4933893858076,843.1561893226133,98.26096278216428
points_prob210_24.txt,843.5216440439676,860.1980479898847,98.06132971530376
points_prob210_25.txt,819.847405318091,879.1341534980629,93.25623422272122
points_prob210_26.txt,814.2792052141536,848.0116862298271,96.02216790600556
points_prob210_27.txt,805.782125578078,849.932819259803,94.80539018128806
points_prob210_28.txt,840.3551091119502,829.699705355052,101.28424822717498
points_prob210_29.txt,814.3023440113575,875.8194458909736,92.97605206549912
points_prob210_3.txt,818.2832120139399,847.5626808541051,96.54545091453771
points_prob210_30.txt,812.0313684215896,850.212575863975,95.50921633879784
points_prob210_31.txt,808.1478732115495,845.3215096016806,95.6024262995925
points_prob210_32.txt,817.3578369060879,839.1700156521481,97.40074378978981
points_prob210_33.txt,839.7688616810083,846.9317276503025,99.154256980174
points_prob210_34.txt,823.9992792618543,868.8248437173706,94.84066727837515
points_prob210_35.txt,829.7548274690183,856.1683179899737,96.91491848437393
points_prob210_36.txt,816.7112112180796,863.9114525204171,94.53644917373958
points_prob210_37.txt,838.4325837552404,851.5759732001987,98.45658052145767
points_prob210_38.txt,827.0168197325831,874.0424274959148,94.61975685802146
points_prob210_39.txt,815.4726650421005,853.9376941368855,95.49556959964586
points_prob210_4.txt,817.2622836673379,853.9893638703516,95.69935156609405
points_prob210_40.txt,809.8422386778414,850.8222892090662,95.18347708434857
points_prob210_41.txt,830.9314050502903,842.8372323093038,98.58741085436004
points_prob210_42.txt,822.6289425179567,877.0028203515928,93.80003386855273
points_prob210_43.txt,799.0992647879336,851.5857237282792,93.83662061517923
points_prob210_44.txt,838.1972440994673,835.2609676451698,100.35154000582305
points_prob210_45.txt,827.86231750631,874.36611649217,94.68142713804755
points_prob210_46.txt,798.3003738992692,862.0498420537109,92.60489764691938
points_prob210_47.txt,837.2031905485243,828.7449298703898,101.02061085060964
points_prob210_48.txt,820.9263152515252,872.867634600071,94.04934754255791
points_prob210_49.txt,808.9800846806008,855.8040841801678,94.52865435382645
points_prob210_5.txt,820.2286166360373,832.149917579033,98.56740946659248
points_prob210_50.txt,839.0221973538222,856.6278727005023,97.94476972933667
points_prob210_51.txt,806.8560955422821,877.0386954964217,91.99777611700304
points_prob210_52.txt,839.9782353915703,836.4305096537134,100.42415068519267
points_prob210_53.txt,783.9321327292271,878.3143838650051,89.25416082559745
points_prob210_54.txt,840.0211415307215,809.9322793802465,103.7149849334933
points_prob210_55.txt,829.0199372674232,878.2143524835695,94.39835900232949
points_prob210_56.txt,822.1694248718634,861.8205343769401,95.39914542257422
points_prob210_57.txt,805.3060312515508,854.2636700584518,94.26902483122674
points_prob210_58.txt,819.0552198419664,831.482767608937,98.50537518622208
points_prob210_59.txt,809.7121265531534,852.821914880243,94.94504215066482
points_prob210_6.txt,808.5364432441061,838.6866619531486,96.40506758044438
points_prob210_60.txt,795.3648618575993,841.9767331276602,94.46399532954867
points_prob210_61.txt,811.9435628894503,822.4745198560875,98.71960082502254
points_prob210_62.txt,831.7159578791959,845.7354287851617,98.3423337335999
points_prob210_63.txt,830.1860265835153,868.6195404835403,95.5753339513143
points_prob210_64.txt,836.3487889742255,862.2121598237434,97.00034723996411
points_prob210_65.txt,827.6477020993532,871.6321865793458,94.95377922508732
points_prob210_66.txt,831.2596241126295,857.0821436462094,96.98715931430733
points_prob210_67.txt,801.5670602544342,862.6001086138558,92.92452577388404
points_prob210_68.txt,845.0952459883092,834.2156013784878,101.30417659317848
points_prob210_69.txt,831.5898981467687,879.7734764886923,94.52318356604344
points_prob210_7.txt,853.5912514792997,867.7225359586814,98.37145125385396
points_prob210_70.txt,827.7324018037261,887.1022715858523,93.30743797149881
points_prob210_71.txt,831.2270686215224,859.7722807619581,96.67991016003239
points_prob210_72.txt,781.0066151637859,865.8631576571743,90.1997744397636
points_prob210_73.txt,831.0254034280899,802.2618773531362,103.58530386235624
points_prob210_74.txt,825.9914588524368,866.3975793337192,95.3363073206696
points_prob210_75.txt,819.4210846802986,854.9920437180549,95.83961519886536
points_prob210_76.txt,844.6390417649316,850.0028716040126,99.36896332726981
points_prob210_77.txt,836.7554643537057,877.9137790704932,95.31180445073268
points_prob210_78.txt,850.4399163804785,867.8020788069956,97.99929467207711
points_prob210_79.txt,809.7843789495755,890.181328816667,90.96847493151036
points_prob210_8.txt,795.231635957218,843.0206270818834,94.33121923836111
points_prob210_80.txt,811.4378424297945,825.5347583321267,98.29238978007263
points_prob210_81.txt,801.1173117451955,841.9434323299906,95.15096632183315
points_prob210_82.txt,804.5661087679794,825.2713241232185,97.4911020472889
points_prob210_83.txt,838.0088542106762,837.6094065763955,100.04768901007373
points_prob210_84.txt,831.7377378553906,877.2314522483769,94.81394399660611
points_prob210_85.txt,805.8599199189653,864.6374841171275,93.20205689923571
points_prob210_86.txt,785.8330219023172,841.2603317422174,93.41139624102894
points_prob210_87.txt,815.7131566808717,815.855780691046,99.98251847770774
points_prob210_88.txt,795.7225292640308,845.9064257052191,94.06744115942247
points_prob210_89.txt,808.3938182279394,824.5468176990937,98.04098455970887
